"id","user_id","audio_url","processed","created_at","updated_at","transcript_url","processed_audio_url","event_id","lesson_exist","language","duration","processing_status","aligned_transcript_url","result","deleted","instant_transcript","test_myself","score","cefr_score","locked","aligned_sentences"
"50210","8193","https://recordings-pengguin-prod.s3.amazonaws.com/8193_dbfb478b-dabe-4f36-8746-74b2dcef542e.wav","false","2024-12-18 02:43:29.183587","2024-12-18 02:47:15.443995","","https://recordings-pengguin-prod.s3.amazonaws.com/25386b9371314ea76e9b59e37cc519447823b3346c6cf8e41c6b76d80070e8fd.wav","2497","false","","670","PROCESSING","","","false","","false","","","true","[{""end"":2.1,""start"":0,""sentence"":"" So nice to meet you.""},{""end"":2.84,""start"":2.1,""sentence"":""I'm YPN.""},{""end"":7.54,""start"":6.54,""sentence"":""I'm from Japan.""},{""end"":8.3,""start"":7.62,""sentence"":""I'm from Japan""},{""end"":11.6,""start"":8.3,""sentence"":""but I currently live in Sydney, Australia.""},{""end"":18.1,""start"":11.94,""sentence"":""I came here just two months ago and I had to wash my laundry.""},{""end"":19.76,""start"":18.34,""sentence"":""I have to do laundry""},{""end"":24.28,""start"":19.76,""sentence"":""but I don't know how to use washing machine.""},{""end"":28.56,""start"":26.08,""sentence"":""It was taught in conference.""},{""end"":29.72,""start"":28.92,""sentence"":""In conference.""},{""end"":29.98,""start"":29.96,""sentence"":""I'm from Japan.""},{""end"":45.62,""start"":31.860000000000003,""sentence"":""I think there must be different, like culture difference in how to wash, how to do the laundry, like Australia and Japan.""},{""end"":47.58,""start"":46.42,""sentence"":""I didn't understand.""},{""end"":50.46,""start"":47.7,""sentence"":""And I still don't understand how to use it.""},{""end"":75.14,""start"":50.46,""sentence"":""I don't know how to use it.""},{""end"":78.58,""start"":76.14,""sentence"":""I don't know how to use it.""},{""end"":80.22,""start"":78.74,""sentence"":""I don't know how to use it.""},{""end"":83.28,""start"":81.18,""sentence"":""I always follow the rule.""},{""end"":87.78,""start"":84.94,""sentence"":""Without understanding, I cannot do anything.""},{""end"":90.18,""start"":88.1,""sentence"":""I cannot make a mistake.""},{""end"":96.62,""start"":93.28,""sentence"":""Related to what you study or what you do.""},{""end"":102.28,""start"":97.72,""sentence"":""I've heard from my friend that tractivity is useful to learn English.""},{""end"":104.64,""start"":102.56,""sentence"":""How do you use tractivity?""},{""end"":106.2,""start"":105.44,""sentence"":""Oh, pray.""},{""end"":110.38,""start"":107.78,""sentence"":""I've just started using tractivity.""},{""end"":113.74,""start"":111.96000000000001,""sentence"":""I'm not fast.""},{""end"":115.82,""start"":115.1,""sentence"":""I'm not fast.""},{""end"":115.88,""start"":115.82,""sentence"":""I'm not fast.""},{""end"":116.2,""start"":115.88,""sentence"":""I'm not fast.""},{""end"":116.24,""start"":116.2,""sentence"":""I'm not fast.""},{""end"":116.4,""start"":116.36,""sentence"":""I'm not fast.""},{""end"":116.56,""start"":116.4,""sentence"":""I'm not fast.""},{""end"":116.74,""start"":116.56,""sentence"":""I'm not fast.""},{""end"":117.14,""start"":116.74,""sentence"":""I'm not fast.""},{""end"":118.42,""start"":117.66,""sentence"":""I'm not fast.""},{""end"":120.54,""start"":118.44,""sentence"":""I'm not fast.""},{""end"":122.12,""start"":120.58,""sentence"":""I'm not fast.""},{""end"":122.74,""start"":122.14,""sentence"":""I'm not fast.""},{""end"":126.94,""start"":124.7,""sentence"":""I'm not fast.""},{""end"":130.64,""start"":128.54,""sentence"":""I'm not fast.""},{""end"":131.28,""start"":131.24,""sentence"":""I'm not fast.""},{""end"":132.52,""start"":131.28,""sentence"":""I'm not fast.""},{""end"":134.02,""start"":132.52,""sentence"":""I'm not fast.""},{""end"":137.74,""start"":135.44,""sentence"":""I'm not fast.""},{""end"":140.4,""start"":138.9,""sentence"":""I'm not fast.""},{""end"":143.94,""start"":140.4,""sentence"":""I'm not fast.""},{""end"":149.1,""start"":148.02,""sentence"":""I'm not fast.""},{""end"":150.32,""start"":149.84,""sentence"":""I'm not fast.""},{""end"":153.6,""start"":150.72,""sentence"":""I'm not fast.""},{""end"":154.82,""start"":154.12,""sentence"":""I'm not fast.""},{""end"":156.02,""start"":154.94,""sentence"":""I'm not fast.""}]"
"50250","8640","https://recordings-pengguin-prod.s3.amazonaws.com/8640_05892ab6-9705-4696-b9d5-d56f44ea83b2.wav","false","2024-12-18 03:02:48.446816","2024-12-18 03:04:17.589403","","https://recordings-pengguin-prod.s3.amazonaws.com/21aaf552d04191a971636a347d6edda82be05817ef1d64a7018113138086906d.wav","2497","false","","315","PROCESSING","","","false","","false","","","true","[{""end"":7.8,""start"":0,""sentence"":"" Hello, pretty happy to be in your team Oh, you're first, ok This is my second day, ok?""},{""end"":11.46,""start"":8.22,""sentence"":""So, today I was able to join too""},{""end"":16.64,""start"":11.46,""sentence"":""And yes, I'm here, so New phrases for me?""},{""end"":21.6,""start"":16.72,""sentence"":""Actually, I never thought before Yesterday we went, we take, we learn,""},{""end"":22.16,""start"":21.84,""sentence"":""sorry""},{""end"":24.72,""start"":22.16,""sentence"":""And I really, and it's pretty nice""},{""end"":32.1,""start"":25.51,""sentence"":""Well, here in Australia, a lot of Australian people Not too much Latin people""},{""end"":44.38,""start"":32.1,""sentence"":""So I just been learning how to They said new phrase to me Or another new word And make me feel like, ok I love the conversation, can you repeat again please?""},{""end"":47,""start"":45.56,""sentence"":""It's a really big challenge""},{""end"":47.36,""start"":47,""sentence"":""and""},{""end"":47.68,""start"":47.36,""sentence"":""yeah""},{""end"":76.7,""start"":47.68,""sentence"":""I know when you wanna explain I would just say a lot of information to share But it's like at the end You are thinking the next sentence is in your mind Here in Perth, it's 11 o'clock Wednesday A.M., Wednesday, 11 o'clock A.M. in the morning I don't know what it means Yeah, for you, right?""},{""end"":80,""start"":76.98,""sentence"":""Yeah, because 7 p.m. is pretty late""},{""end"":81.44,""start"":80.52,""sentence"":""Ok, Monday""},{""end"":84.7,""start"":81.44,""sentence"":""Oh no, it's pretty bad""},{""end"":90.04,""start"":86.46,""sentence"":""Do you cook or do you have any dinner in your fridge?""},{""end"":93.96,""start"":90.44,""sentence"":""Will you cook or do you have already food in your fridge?""},{""end"":95.46,""start"":94.2,""sentence"":""Your dinner, will you cook?""},{""end"":96.58,""start"":95.54,""sentence"":""I will cook your dinner""},{""end"":104.92,""start"":96.58,""sentence"":""Oh no, so maybe one hour more Because cook take your time I mean, when you cook Yeah, you spend how much time cooking?""},{""end"":108.3,""start"":105.52,""sentence"":""Yes, an hour, me too""},{""end"":110.52,""start"":109.22,""sentence"":""Oh Tracy,""},{""end"":111.9,""start"":110.92,""sentence"":""so sorry""},{""end"":118.2,""start"":114.78,""sentence"":""Yes, how can we share a number?""},{""end"":121.4,""start"":118.52,""sentence"":""Can you tell me your number?""},{""end"":124.04,""start"":121.92,""sentence"":""Oh no, the time is gone Tracy""}]"
"50257","8193","https://recordings-pengguin-prod.s3.amazonaws.com/8193_87860e1b-3710-4053-a140-c9f0ac102c5e.wav","false","2024-12-18 03:02:59.329268","2024-12-18 03:04:44.762033","","https://recordings-pengguin-prod.s3.amazonaws.com/a3a136428180ed267dc73603963061690f2620b92e12b0c3decddc32520618c6.wav","2497","false","","450","PROCESSING","","","false","","false","","","true","[{""end"":0.36,""start"":0,""sentence"":"" Hi!""},{""end"":0.96,""start"":0.72,""sentence"":""Hi!""},{""end"":1.98,""start"":1.24,""sentence"":""Nice to see you.""},{""end"":3.04,""start"":2.06,""sentence"":""I'm Aimi here.""},{""end"":3.42,""start"":3.14,""sentence"":""Oh!""},{""end"":3.9,""start"":3.64,""sentence"":""Yeah,""},{""end"":9.98,""start"":4.2,""sentence"":""I think we still have time, so maybe this will be the last time to have a conversation.""},{""end"":14.48,""start"":10.38,""sentence"":""There's no question, but can you see the question under the display?""},{""end"":15.38,""start"":14.62,""sentence"":""Would you like to?""},{""end"":24.12,""start"":15.54,""sentence"":""Oh, yeah, it appears randomly, so when we, when you want to change the topic, you can just click, press the button, click right here.""},{""end"":28.16,""start"":24.34,""sentence"":""If you could have any job for a week, what would it be?""},{""end"":32.4,""start"":28.16,""sentence"":""For me, I'm interested in gardening.""},{""end"":35.1,""start"":32.86,""sentence"":""It makes me feel relaxed.""},{""end"":45.5,""start"":35.4,""sentence"":""It's not, it might not be a job, but I want to join Frontier to maintain somewhere, like public space or something.""},{""end"":48.32,""start"":46.2,""sentence"":""Hmm, yeah, that's a good one.""},{""end"":49.52,""start"":48.46,""sentence"":""That's a good idea.""},{""end"":51.68,""start"":49.8,""sentence"":""Yeah, I also like, like reading.""},{""end"":61.9,""start"":51.68,""sentence"":""If I work in library, maybe I cannot read at the time, but it might be interesting what people, like, ask in the library.""},{""end"":63.22,""start"":62.12,""sentence"":""What, can I ask again?""},{""end"":63.9,""start"":63.48,""sentence"":""Writer.""},{""end"":65.48,""start"":64.2,""sentence"":""Oh, yeah.""},{""end"":72.78,""start"":65.98,""sentence"":""He is, um, I want to talk about, like, Japanese writer, and he writes mystery.""},{""end"":88.28,""start"":73.22,""sentence"":""He was born, like, long time ago, and I didn't, then he passed away, I didn't, I wasn't, I wasn't born yet, but I still enjoy his time, his book.""},{""end"":94.7,""start"":88.9,""sentence"":""I try to pick, pick from, from, pick a book from, like, his shelf, his shelf.""},{""end"":96.06,""start"":95.26,""sentence"":""Hmm, yeah.""},{""end"":100.28,""start"":97.06,""sentence"":""Oh, yeah, yeah.""},{""end"":106.86,""start"":102.32,""sentence"":""Yeah, definitely he did, like, many legends.""},{""end"":108.7,""start"":107.82000000000001,""sentence"":""Oh, yeah.""},{""end"":110.14,""start"":108.98,""sentence"":""Did you press the button?""},{""end"":110.92,""start"":110.46,""sentence"":""Push it out?""},{""end"":111.52,""start"":111.32,""sentence"":""Oh.""},{""end"":116.82,""start"":112.22,""sentence"":""When I go out with my family, I don't care much about the price.""}]"
"50265","2781","https://recordings-pengguin-prod.s3.amazonaws.com/2781_c176f314-853e-483f-9e6d-e6fcd9e30792.wav","false","2024-12-18 09:15:11.828467","2024-12-18 09:15:33.86837","","https://recordings-pengguin-prod.s3.amazonaws.com/fd4762d35e4160a9e13661d957c9e4c924ab3b78fd148763245084dc3db096dd.wav","2512","false","","270","PROCESSING","","","false","","false","","","true","[{""end"":4.54,""start"":3.820000000000001,""sentence"":"" Hey, Yusuf.""},{""end"":5.26,""start"":4.64,""sentence"":""Hey, Yusuf.""},{""end"":6.02,""start"":5.36,""sentence"":""Nice to meet you.""},{""end"":7.28,""start"":6.18,""sentence"":""Yusuf, can you hear me?""},{""end"":7.92,""start"":7.4,""sentence"":""Can you hear me?""},{""end"":8.94,""start"":8.1,""sentence"":""Yeah, can you hear me?""},{""end"":11.28,""start"":9.04,""sentence"":""I can hear you a little.""},{""end"":12.5,""start"":11.58,""sentence"":""Not I think,""},{""end"":14.12,""start"":12.62,""sentence"":""yeah, very completely sentence.""},{""end"":15.86,""start"":14.42,""sentence"":""Just a little bit of sound.""},{""end"":17.72,""start"":16,""sentence"":""Maybe I think connection not stable.""},{""end"":21.24,""start"":19.28,""sentence"":""Hey, hey, can you hear me?""},{""end"":21.92,""start"":21.32,""sentence"":""John, John.""},{""end"":23,""start"":22.14,""sentence"":""Yeah, yeah,""},{""end"":23.36,""start"":23.06,""sentence"":""yeah.""},{""end"":24.2,""start"":23.52,""sentence"":""I know that.""},{""end"":24.5,""start"":24.32,""sentence"":""Yeah.""},{""end"":25.44,""start"":24.68,""sentence"":""So can you hear me?""},{""end"":26.08,""start"":25.58,""sentence"":""Yeah, yeah,""},{""end"":26.32,""start"":26.08,""sentence"":""yeah.""},{""end"":26.56,""start"":26.32,""sentence"":""Yeah,""},{""end"":28.42,""start"":26.86,""sentence"":""I think it's connection not stable.""},{""end"":30.04,""start"":28.64,""sentence"":""Yeah, I think, yeah.""},{""end"":31.62,""start"":30.26,""sentence"":""So right now you're still in connection.""},{""end"":32.12,""start"":31.8,""sentence"":""Yeah.""},{""end"":33.56,""start"":32.34,""sentence"":""Oh, pretty good.""},{""end"":34.4,""start"":33.84,""sentence"":""Everything's okay.""},{""end"":36.16,""start"":34.58,""sentence"":""I just, right now, can you hear me?""},{""end"":36.74,""start"":36.26,""sentence"":""Can you hear me?""},{""end"":37.84,""start"":36.84,""sentence"":""Oh, pretty good.""},{""end"":40.24,""start"":38,""sentence"":""Just I finished, I think, exercising.""},{""end"":44.22,""start"":40.72,""sentence"":""I rode a mountain bicycle for one and a half hours.""},{""end"":45.32,""start"":44.36,""sentence"":""Yeah, just I think,""},{""end"":45.74,""start"":45.54,""sentence"":""yeah,""},{""end"":47.2,""start"":45.84,""sentence"":""I think 10 minutes ago.""},{""end"":49,""start"":47.42,""sentence"":""So I think last""}]"
"17357","3923","https://recordings-pengguin-prod.s3.amazonaws.com/3923_cd48ca5a-0e01-4e03-bd9d-d6df310e3e78.wav","false","2024-07-24 15:26:37.49467","2024-07-24 15:30:48.580568","","https://recordings-pengguin-prod.s3.amazonaws.com/90031a38bfc1a79607ef0592efba2160045517183f1809576dd222cf29e1903a.wav","1735","false","","555","PROCESSING","","","false","","false","","","false",""
"50246","8684","https://recordings-pengguin-prod.s3.amazonaws.com/8684_1e7066d0-4067-4d87-bb6c-be0d92db7037.wav","false","2024-12-18 03:02:43.240238","2024-12-18 03:04:39.117834","","https://recordings-pengguin-prod.s3.amazonaws.com/d38b23e2fe5b77468fd44b19f6625a2b3eff12358c7c7b39e5604a5fda965534.wav","2497","false","","470","PROCESSING","","","false","","false","","","true","[{""end"":1.2,""start"":0,""sentence"":"" Hello, hi Catherine.""},{""end"":2.62,""start"":1.54,""sentence"":""Nice to meet you too.""},{""end"":7.36,""start"":3.02,""sentence"":""I am from Iran, living in Canada.""},{""end"":7.94,""start"":7.44,""sentence"":""What about you?""},{""end"":14.72,""start"":8.26,""sentence"":""Oh, I spoke to three people today that they live in New Zealand or Australia.""},{""end"":15.68,""start"":14.96,""sentence"":""That's interesting.""},{""end"":17.84,""start"":16.08,""sentence"":""And they are in New Zealand.""},{""end"":20.78,""start"":18.3,""sentence"":""The lady name was Maria.""},{""end"":24.82,""start"":21.66,""sentence"":""And yeah, and the other one, I don't remember her name.""},{""end"":25.82,""start"":25.12,""sentence"":""I was new.""},{""end"":29.06,""start"":26.54,""sentence"":""Yeah, here it's almost 7 p.m.""},{""end"":32.72,""start"":29.06,""sentence"":""Oh, it's 7 p.m. Tuesday for us.""},{""end"":34.76,""start"":33.48,""sentence"":""Yeah, you're in the future.""},{""end"":37.1,""start"":35.04,""sentence"":""Vancouver, it is beautiful.""},{""end"":41.1,""start"":37.38,""sentence"":""Yeah, it's so green and rainy all the time.""},{""end"":42.98,""start"":41.42,""sentence"":""Yeah, a lot of rain.""},{""end"":48.3,""start"":43.88,""sentence"":""Yeah, we almost have nine months of rain, but it is really beautiful.""},{""end"":52.78,""start"":48.52,""sentence"":""I mean, the forest, the nature, it's spectacular.""},{""end"":53.66,""start"":53.02,""sentence"":""It's very beautiful.""},{""end"":56.72,""start"":54.12,""sentence"":""Oh, oh, I forgot the name.""},{""end"":57.48,""start"":56.72,""sentence"":""The deer?""},{""end"":58.94,""start"":57.68,""sentence"":""Yeah, the bigger one.""},{""end"":59.94,""start"":59.04,""sentence"":""I don't remember the name.""},{""end"":61.24,""start"":60.2,""sentence"":""But they are wild.""},{""end"":67.56,""start"":63.379999999999995,""sentence"":""We have questions at the bottom of our page.""},{""end"":72.32,""start"":68.1,""sentence"":""If you click on the question mark, bottom, I don't wanna go back.""},{""end"":72.92,""start"":72.66,""sentence"":""Yeah.""},{""end"":75.08,""start"":73.3,""sentence"":""Yeah, I want to go to the future.""},{""end"":77.88,""start"":75.9,""sentence"":""We can go to the next one.""},{""end"":81.38,""start"":78.86,""sentence"":""Honestly, I don't have any project.""},{""end"":83.16,""start"":81.58,""sentence"":""Not at home and not at work.""},{""end"":84.78,""start"":83.8,""sentence"":""It's just routine.""},{""end"":85.82,""start"":85.55999999999999,""sentence"":""Yeah,""},{""end"":86.92,""start"":86.02,""sentence"":""yeah, I know.""},{""end"":88.42,""start"":87.12,""sentence"":""Yeah, uh-huh, boy.""},{""end"":91.48,""start"":89.36,""sentence"":""Yeah, both of them are very good.""},{""end"":94.98,""start"":91.6,""sentence"":""I do have some plants as well here in my apartment.""},{""end"":104.26,""start"":95.42,""sentence"":""I mean, outside in the streets and gardens and everywhere, everything can grow here because there's a lot of rain.""},{""end"":112.38,""start"":104.38,""sentence"":""But in the apartment, it's a little difficult because we don't have much sunlight in our apartment.""},{""end"":117.5,""start"":112.38,""sentence"":""So we should find kind of plants that they don't need much sunlight.""},{""end"":120.06,""start"":118,""sentence"":""They can survive in the apartment.""},{""end"":123.02,""start"":121.4,""sentence"":""Yeah, I heard about that.""},{""end"":124.14,""start"":123.2,""sentence"":""Nice to meet you.""}]"
"50264","2781","https://recordings-pengguin-prod.s3.amazonaws.com/2781_fa6f7a93-035d-42d1-bb20-05819e2d0071.wav","false","2024-12-18 09:13:03.565317","2024-12-18 09:13:18.915559","","https://recordings-pengguin-prod.s3.amazonaws.com/5eb58ffa74c6b71d92732e0d8cb61934f1b808af2fe996d34c2443c78b011af1.wav","2512","false","","155","PROCESSING","","","false","","false","","","true","[{""end"":1.34,""start"":0,""sentence"":"" John, can you hear me right now?""},{""end"":3.7,""start"":1.48,""sentence"":""I just refresh it, so I think, yeah.""},{""end"":16.94,""start"":3.84,""sentence"":""Yeah, I just run my mountain bicycles around, I think, the neighborhood, because right now my house located in the suburban area, around the neighborhood, around the mountains and the hills.""},{""end"":22.28,""start"":17.12,""sentence"":""So it's convenient to ride a mountain bicycle along the trails and the slope of the hill.""},{""end"":23.28,""start"":22.48,""sentence"":""Yeah, maybe connection.""},{""end"":25.64,""start"":23.5,""sentence"":""Yeah, I think connection is a problem, yeah.""},{""end"":26.46,""start"":25.72,""sentence"":""I can't hear you.""},{""end"":31.72,""start"":26.62,""sentence"":""Yeah, not, I just let, I think, a little bit of flat, a flat slope, not a steep slope.""},{""end"":32.68,""start"":31.88,""sentence"":""Yeah, so I think,""},{""end"":33.02,""start"":32.72,""sentence"":""yeah,""},{""end"":34,""start"":33.16,""sentence"":""so I, yeah,""},{""end"":34.28,""start"":34.16,""sentence"":""yeah,""},{""end"":34.48,""start"":34.3,""sentence"":""yeah.""},{""end"":38.04,""start"":34.56,""sentence"":""No, I think, I just, I think, quite flat, so I think,""},{""end"":38.32,""start"":38.12,""sentence"":""yeah,""},{""end"":40.08,""start"":38.54,""sentence"":""I think the connection is terrible.""},{""end"":44.9,""start"":40.34,""sentence"":""So I couldn't hear you, just a couple words, not a complete sentence.""},{""end"":45.9,""start"":45.26,""sentence"":""Yeah, yeah,""},{""end"":56.18,""start"":46.04,""sentence"":""yeah, just a little word, a little bit of word, not a complete sentence, or I think, yeah, just stuck it for a while, then I think a little bit of sound from you, yeah.""}]"
"50273","8694","https://recordings-pengguin-prod.s3.amazonaws.com/8694_c34cd229-af16-4df7-b69f-47710182f501.wav","false","2024-12-18 09:21:02.927374","2024-12-18 09:21:13.632595","","https://recordings-pengguin-prod.s3.amazonaws.com/df31d8995ea1bc6c71204272ed8065eeb67b661f8d549e25e53a70e6ef253efb.wav","2512","false","","135","PROCESSING","","","false","","false","","","true","[{""end"":1.6,""start"":0,""sentence"":"" Hi, hello, hi Tony.""},{""end"":2.46,""start"":1.9,""sentence"":""Are you there?""},{""end"":4.06,""start"":2.66,""sentence"":""Hello, hi Tony, how are you?""},{""end"":4.32,""start"":4.18,""sentence"":""Yeah,""},{""end"":4.56,""start"":4.4,""sentence"":""yeah,""},{""end"":5.32,""start"":4.68,""sentence"":""I can hear you.""},{""end"":6.32,""start"":5.4,""sentence"":""I'm great, thanks.""},{""end"":8.64,""start"":6.48,""sentence"":""I'm from Iran and I live in Canada.""},{""end"":11.2,""start"":8.8,""sentence"":""I'm from Iran and I live in Canada.""},{""end"":12.94,""start"":11.4,""sentence"":""Hello, hello, hello Tony.""},{""end"":16.8,""start"":13.22,""sentence"":""I came to Canada recently, less than two months.""}]"
"50373","8707","https://recordings-pengguin-prod.s3.amazonaws.com/8707_ee2a1db3-edf8-4c3d-b4f7-85f86fd737c8.wav","false","2024-12-18 16:13:09.130888","2024-12-18 16:13:21.778339","","https://recordings-pengguin-prod.s3.amazonaws.com/d1e35ddcd2146babed346cc6ea150d72863d70cb1d181e6fed5dec514994e395.wav","2509","false","","85","PROCESSING","","","false","","false","","","true","[{""end"":1.3,""start"":0,""sentence"":"" Hi Mohammed, hi.""},{""end"":5.02,""start"":1.52,""sentence"":""Enjoying this kind of meeting, so I don't really know what we should do.""},{""end"":10.68,""start"":5.36,""sentence"":""Answering, I think what I understood, I didn't have too much time to read before, I just enjoyed the link.""},{""end"":14.44,""start"":10.78,""sentence"":""I think the teacher, she sent a file for all of us, right?""},{""end"":18.84,""start"":14.58,""sentence"":""And I don't know if you can see on your screen, there is a small box.""},{""end"":19.78,""start"":19.34,""sentence"":""Hi.""}]"
"50251","8687","https://recordings-pengguin-prod.s3.amazonaws.com/8687_786ed82c-ad1b-47ca-81f4-f1938fa20eec.wav","false","2024-12-18 03:02:49.211675","2024-12-18 03:04:46.169684","","https://recordings-pengguin-prod.s3.amazonaws.com/594d17199310e59e5555f87e22d40eff8683e72792901ff9c645c5f680b7451b.wav","2497","false","","325","PROCESSING","","","false","","false","","","true","[{""end"":1.68,""start"":0,""sentence"":"" Hi, you listen me?""},{""end"":2.82,""start"":1.78,""sentence"":""I know listen you.""},{""end"":3.4,""start"":2.98,""sentence"":""Oh, yes.""},{""end"":3.7,""start"":3.48,""sentence"":""Yes.""},{""end"":4.04,""start"":3.78,""sentence"":""Yes.""},{""end"":4.42,""start"":4.08,""sentence"":""Okay""},{""end"":5.8,""start"":5.3999999999999995,""sentence"":""Neeraj.""},{""end"":6.86,""start"":5.98,""sentence"":""Yeah, where is the from?""},{""end"":8.64,""start"":7.24,""sentence"":""Okay, you from Nepal?""},{""end"":9.88,""start"":8.78,""sentence"":""Yeah, you born in Nepal?""},{""end"":10.22,""start"":10.1,""sentence"":""Yeah,""},{""end"":13.7,""start"":10.28,""sentence"":""I have I have one friend in there from Nepal.""},{""end"":14.52,""start"":13.86,""sentence"":""Yeah, Ukraine.""},{""end"":15.42,""start"":14.62,""sentence"":""I'm from Ukraine.""},{""end"":15.84,""start"":15.52,""sentence"":""Okay""},{""end"":17.16,""start"":15.84,""sentence"":""Oh, I'll eat age.""},{""end"":17.66,""start"":17.36,""sentence"":""Oh, yeah.""},{""end"":18.32,""start"":17.92,""sentence"":""Yes.""},{""end"":19.5,""start"":18.46,""sentence"":""Oh, yes, correct.""},{""end"":20.36,""start"":19.6,""sentence"":""What is question?""},{""end"":23.54,""start"":20.52,""sentence"":""No worries You know what if me for you question from who?""},{""end"":30.48,""start"":24.32,""sentence"":""Okay You like cooking or eat restaurant sometimes me""},{""end"":34.34,""start"":30.48,""sentence"":""every day No, I know like every""},{""end"":35.38,""start"":34.34,""sentence"":""yes I""},{""end"":40.02,""start"":35.38,""sentence"":""it's I if I work in every day, you know, I come in my apartment""},{""end"":41.82,""start"":40.02,""sentence"":""and it's cook""},{""end"":44.92,""start"":41.82,""sentence"":""Yes, I cook every day, but it's the run.""},{""end"":49.06,""start"":44.96,""sentence"":""It's too much Every day, so you go to the restaurant.""},{""end"":51.44,""start"":49.34,""sentence"":""It's it's too much the money expect.""},{""end"":52.06,""start"":51.82,""sentence"":""Yes.""},{""end"":56.2,""start"":52.18,""sentence"":""I know understand Okay, I think""},{""end"":59.5,""start"":56.2,""sentence"":""yeah Think it's no.""},{""end"":60.9,""start"":59.72,""sentence"":""It's not cool.""},{""end"":62.66,""start"":61.02,""sentence"":""It's not Good.""},{""end"":64.22,""start"":62.8,""sentence"":""It's war, you know, yeah.""},{""end"":64.98,""start"":64.38,""sentence"":""Hmm.""},{""end"":68.28,""start"":65.04,""sentence"":""I don't know when is finish in the war.""},{""end"":74.14,""start"":68.34,""sentence"":""I don't know Yes, sure It's""},{""end"":77.08,""start"":74.14,""sentence"":""so I now I live there San Francisco.""},{""end"":81.46,""start"":77.32,""sentence"":""Yeah before it's I live I live the Ukrainian""},{""end"":91.1,""start"":81.46,""sentence"":""It's expense it's too much expensive in the Eat in the market, you know, how long eight months?""},{""end"":91.68,""start"":91.28,""sentence"":""Oh, yeah""},{""end"":95.54,""start"":91.68,""sentence"":""working five times per week or in company""}]"
